"KO.22","KO.23","KO.24","WT.22","WT.23","WT.24"
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
24.3084145833405,24.8207013541635,23.1801793028267,24.4553186907238,24.9039395675602,24.6609581912727
23.4674970939411,24.8128905813019,24.4177036889123,NA,24.1262860322178,24.0844009740136
NA,NA,NA,NA,NA,NA
24.6619368056732,24.4178967992359,27.5180330952106,24.4497259900058,25.3724543434011,NA
NA,NA,NA,NA,NA,NA
25.3519835982779,25.8609335115076,24.9179795045762,25.7671642617492,25.6878980456615,25.5268931946813
23.4981402099509,NA,NA,NA,25.2429990250739,23.8102939108043
27.1489931831382,26.718164931215,29.4598663878004,28.4007219444957,26.9993793531138,27.2795884785529
24.5544403681211,23.8648579281313,26.3267170777407,25.5882651413962,24.2143790088967,24.3173447075936
24.015717896171,23.7172237362,25.6565189166073,25.0617581382655,23.8461330928181,24.1289622090662
23.9620812213495,24.5564298083857,25.0380844005904,22.9829058649549,23.5746166235769,22.9379563661029
NA,NA,NA,NA,NA,NA
27.2225089717279,27.1880131657976,27.8054432728115,24.872299129509,24.3182415842469,24.3383093030447
27.2083443672167,26.813967073378,27.9298204971813,27.3468032985834,27.4853898258569,27.7002822263547
23.0680060723059,23.5475733134039,24.8122051224357,23.2263363369707,23.6853870124977,22.5818276371731
22.559152062685,22.5400230072988,21.861700320902,24.7856639844921,25.0341007322922,24.5513923784396
26.1477129771747,27.0600269534711,30.1919000878818,26.7596415671911,27.112671120078,27.3839333757729
23.1212350159742,22.3742732545054,26.9928047350719,24.0099222209353,22.7524214831308,22.9799093954065
26.7471439981867,26.3487797438835,27.9530482967346,27.2943890948584,26.405696311466,26.6463635804423
26.5807528797942,26.6219856648566,26.2676198217375,26.3081541581039,27.1303573609794,26.5758575027029
23.671632628171,23.6069328820733,23.130172728195,23.1662844694503,NA,23.5337403600776
26.3668471140287,26.6769403745901,26.1573447763916,25.0384193657744,25.8197273170331,25.2476780989381
28.6807340713395,29.0634512461929,27.1118755892936,27.6931862838793,28.213266819423,27.5831943532448
22.1598947358506,22.0553009733015,25.1489931831382,22.2579621009818,22.183893390937,21.4070166750809
24.392835177813,22.8386707446899,25.0816407665772,24.3466511521186,22.2768513869177,22.9211072605032
25.1360223369987,24.6234376864658,25.6153492251642,25.2652427491989,25.0507587189696,24.3071641132504
NA,NA,NA,NA,NA,NA
27.7233175354502,28.0075824464095,26.894348923129,27.6926543411933,27.9183776698669,28.0052817102326
26.3194308104534,25.783417534209,27.7278678074417,26.6339490709397,25.6411624920779,25.7677956989396
NA,NA,NA,NA,NA,NA
24.5354025881087,24.8801694168175,24.6501493917316,25.0911977551454,24.9928263402271,24.9411396895265
25.0375399162382,25.3344612512981,23.7003880695036,25.4024958267993,26.536025430198,25.2175255642136
28.1696866520187,27.6217761180203,28.6049483201928,27.6375464710067,27.2599742282827,26.9771644338924
NA,NA,NA,NA,NA,NA
24.9942083976106,24.709146091528,26.5292785050926,25.7149204489982,24.7556744839191,25.0486401931693
NA,NA,NA,NA,NA,NA
24.5624981807,24.7840169297267,23.9554448743986,23.4079502568914,24.2227300574751,24.821917976523
NA,NA,NA,NA,NA,NA
24.9767057038526,24.3637262566347,26.0257201697744,25.3508040584845,24.9518929675367,24.9164313040871
23.0705632000632,24.213266819423,23.5787679350075,23.6966789312038,24.2026206741053,23.8347997002142
NA,NA,24.6834607077285,NA,NA,NA
29.5154223236961,29.3173015744733,29.2075068083886,28.2515115934812,30.0114533055744,29.2582901613828
26.461904672095,26.7452215152821,25.6373806344595,25.260548606728,27.1603872598201,26.4244151800663
26.723382640486,26.348847266819,27.6124554900439,26.9197987923846,26.1821891294648,26.128942549401
23.6858147311611,23.9880653946621,26.0796078278747,23.9680719030632,24.632341178681,22.9939666331227
24.66443469744,24.764205456891,25.2105569047486,23.5406142999997,23.62377256094,22.9026246284127
22.9470839796143,23.5908081415425,25.7075145894383,24.4788950015523,24.0443520924404,22.9079138733643
26.3760368676465,26.7620520857818,25.5386917119886,25.8725105013542,25.8240567431478,25.7140033457693
25.815800153597,25.442941724624,25.8061196562208,25.20832576008,25.9781687617256,25.4625756603961
NA,NA,23.8613595670428,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
26.1199497113345,25.8276466247212,27.6243584042968,27.0555864584471,25.7658247002061,26.1596561090922
NA,NA,NA,NA,NA,NA
23.9045368712051,23.0609010492512,25.410863812323,24.6893385800208,23.4617641931802,NA
NA,NA,NA,NA,NA,NA
24.3435370796843,23.7613166702539,23.19953875844,23.4031462461065,24.1680611877055,23.8883686873757
NA,22.2813018344324,25.2482573927611,23.0437849428702,22.612680454186,NA
NA,NA,26.2305750543285,NA,NA,NA
24.6914700645496,25.4675903766638,24.9439584591303,25.3540370653681,26.0006906889488,25.5898657541863
NA,NA,NA,NA,23.0165512390408,NA
24.9497130982679,25.5176126857708,24.8354745099746,23.589780052076,25.2128217034507,24.5221107097452
25.8429725421234,26.0935771428683,22.9485105368441,25.3881776156046,25.9364070004675,25.3810969299432
26.1845745322148,26.6541712061755,25.3921473301002,26.4037313728745,27.1899932710631,26.3094731619263
24.7153395020956,24.3145815848128,25.3468878174645,25.2193363472995,24.4585763299614,24.5630221302394
25.5108392451733,25.2718103621027,26.3703271605382,26.7319508176276,25.5769243822725,25.8881363955175
24.4006730911925,24.106534187467,25.242817359766,25.2799072318313,24.6489982395965,25.1586164675952
NA,25.1834012554927,NA,NA,NA,24.603711002178
24.923793168319,25.0747987041011,26.300144872169,25.2386327315795,24.927324415985,25.0663645007106
22.8974636487109,23.1905547490428,25.5446581523625,NA,NA,NA
25.9970116322616,26.6499301954625,26.0920249365056,25.2027327556561,26.6680381518132,26.2992890827256
23.6362192445645,23.0993118494331,23.6904047159257,23.3504331467145,22.3197305475725,23.0375482944771
24.4234857840086,24.1280969302611,26.0693794527403,24.9016399384057,24.0466850678922,23.5528585618631
24.2763260658028,24.8916168522956,24.8006996889685,23.4027560297112,27.2242583070056,25.0973197533384
24.1917448118982,23.4992356966408,23.7224448443916,24.1724171312287,25.2214030345017,24.769814442767
24.618853261242,24.5241452032964,23.3807337261364,23.4909380113479,25.1903889662006,24.5830221494082
22.5826776800586,23.0517214119996,NA,NA,21.7474308692456,NA
NA,NA,NA,NA,NA,NA
25.8543372922413,25.9584128824383,23.5872638558698,25.9773391498333,25.9643086069984,25.8361490042455
NA,23.6061422094925,NA,NA,NA,NA
22.9009677546671,23.145304665247,23.2773907068672,NA,23.101766054096,23.5228889431519
26.62784065325,26.8638423864106,24.4458802299775,26.1837230553575,27.0300218156334,26.1312016566185
26.4643374690566,26.5731001482688,26.8928446089336,26.2532441704855,27.5517883948317,26.5541768541551
25.1049758776872,25.2811461588622,25.0749211687708,24.483146107817,25.5376554100809,25.199553735109
25.5338591541853,25.9702900659305,25.4475521885568,24.3438081355876,25.9114795831097,25.2375390903086
NA,NA,NA,NA,NA,NA
23.9703558998297,23.8511946832328,26.2499034894311,25.1041360901049,24.109087771922,24.323748586032
21.7636484219958,NA,22.3656229405402,22.6502261025584,21.9652558571948,22.0361400673569
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
26.0444354779874,25.6666574398023,27.5380848254744,26.2879413046905,25.7003616094443,25.6547721470147
25.9718254080369,25.5096921407533,27.6148439422323,26.75837125361,24.9994653788758,25.3138207973626
NA,NA,24.544923410545,NA,NA,NA
NA,NA,NA,NA,NA,NA
26.4864183103444,26.4488600123936,27.3341543275568,27.023797153711,26.254452133212,26.490509630455
25.9424602752539,25.6374911942757,27.0782645173548,26.4504813277408,25.4189906030879,25.7083568854175
25.5149071244836,25.8037324527051,25.8915705013923,24.4338355138363,27.2672268920171,26.2115040973763
26.759895495739,27.1338883316367,26.0816204513637,26.814945005997,26.4675903766638,26.4896218651904
23.7667852667363,23.7370674043031,NA,23.2196169999686,23.7074619296079,23.7027146563514
23.9404677413808,24.3044510374167,25.9811775570679,24.1967053728,23.0090166761935,23.3013142122329
26.4659881856972,26.5449381456807,26.2544341113508,26.5015152923594,26.924450272581,26.7989708750517
23.2851741606623,24.9242916886076,23.1606488448045,22.510000137293,24.5170118882604,23.217503377268
24.5160500915308,24.6213150078177,24.3272483592937,24.2917221155256,24.9388089299514,24.5485143293628
27.6685116212043,27.7133872491665,27.6743158849052,27.144818631135,27.209646270784,27.1318296491374
23.1065980821952,23.4446802734316,23.8612648989079,23.6452643841675,23.4102815717659,23.2674233702545
24.0362407006067,24.383109402342,23.8743645486748,NA,24.4908156297861,24.5173123182902
24.5748475656362,24.1262860322178,26.0410753968825,25.9476636886255,24.8788606802169,24.8717823123655
24.6321192597388,25.3175172271801,26.3474117240399,23.5180931437024,NA,23.508574346217
24.544923410545,24.7577102482402,NA,23.361853842302,24.4113165036904,23.9681598159873
NA,NA,NA,NA,NA,NA
26.8406215860833,26.7803166839361,27.5961936241935,26.5479556751666,27.5126938127264,26.941453158256
24.6965197548323,24.353128514226,24.8032151148834,24.6427330499605,25.5456894381134,25.1661848471933
NA,22.3823971101511,25.3435709644574,NA,NA,NA
20.8037275265531,22.0656580502446,24.7068298616719,20.5665334987602,NA,NA
24.3656629844426,24.6263373527993,23.3020118741455,23.4085982223372,25.0721836449672,24.5542646974918
NA,NA,NA,NA,NA,NA
29.9115652987984,29.7400018892156,28.6030388705953,28.9473738632375,30.1829326243891,29.174861582131
24.5224100799691,24.6433387731874,25.2533523874935,25.9176381325572,25.7718807277403,25.6534333455928
27.1417041293987,27.0900267855409,28.5870277373245,28.1198606863096,27.1129693310635,27.4239826046609
25.9563536447441,27.5961225186935,25.9990351987608,26.2562891814749,27.0129721143867,26.263148397164
24.7414460011505,24.6342815146867,26.2658686744293,25.5137933647597,24.3578333240263,24.61329892476
26.7649647034874,26.3539866053125,27.7078041841518,27.0882078800163,26.3110855670959,26.0912381164609
24.0280834453947,23.8196785979097,23.7769582553834,23.7899474944062,23.8928214533824,23.7140819774652
24.0773275304118,24.2519088261955,26.4461958422036,23.7448880242464,22.6742862480249,22.699837600314
25.138914842046,25.4664083496129,26.6589445079191,25.1830225754966,25.4542834775036,24.9314783980662
22.304520667236,23.1599717038053,NA,22.3197856648616,22.9595718477969,23.4346628384815
25.1642293261144,25.1794581166092,25.5416780165406,25.0635695350849,26.1781096702658,25.9241104284333
NA,NA,NA,22.7747484595813,22.9874930239537,NA
24.9413636027117,25.9963005576006,NA,NA,25.8105145644829,24.6730894872422
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
20.9399120278535,21.9914775583429,25.1309268239093,22.2157569341521,22.1170862890516,22.0704157965975
NA,NA,NA,NA,NA,NA
26.8183625592995,26.4805907846835,27.6936515728918,27.2011628210075,26.7203847638198,26.6347800367153
NA,NA,NA,NA,24.0136750212659,23.8275497182533
29.5648362901668,29.7617509911254,29.7874804257551,28.4584198808975,30.1295223969342,29.7211022142945
23.1463617100074,22.9993105288107,25.7429368401374,NA,24.6478461682031,23.7426285170643
25.2249390535289,25.2223615624051,26.3260484132536,25.1462373919909,26.0369114096104,25.2156754805529
24.5330273899415,23.9975716261636,27.406491269704,25.9768804753529,24.3203091741114,24.7120361592297
NA,NA,NA,NA,NA,NA
26.6290922081377,26.2823840228664,28.0059241453215,26.6564916395908,25.4299151877701,25.9081384205496
25.5476909739709,25.7942927029223,24.5640112938303,25.9220696806874,25.9286802899993,25.7594891886066
NA,NA,NA,NA,NA,NA
23.1263017889583,NA,23.5853165122341,22.9280657850054,23.1863439959723,23.2601178443339
23.5263559558986,23.796200456455,23.6528318467136,23.9238838211854,NA,23.601615748674
24.1520533115051,23.057979827835,26.0286947345325,24.010519910719,23.4519908178506,23.3528592039693
25.0082986708023,24.998561852435,25.3024303094095,25.5396681153186,25.1115572541112,25.8634406959132
26.1246108972586,26.4689422987864,25.8795619367518,25.837015748063,26.004681845934,25.754655523506
NA,NA,23.1373989545086,23.9358002737294,NA,NA
26.1548752665047,26.1171774675162,26.8327975147057,26.3476989468926,25.4327847642483,25.9286351147229
27.0380006471411,27.0696867469388,26.8402614075667,26.6905912087338,26.0978823172141,26.3242637913326
24.4492851936301,24.5522722672881,NA,24.6469677816067,23.4093753969157,24.232936722298
NA,NA,23.448466214305,NA,NA,NA
26.3117958404302,26.2614814842522,25.6766714157823,26.5829073354301,24.6488337142842,25.9639559829815
23.961728052427,24.5611000509325,24.9405125476619,22.4263937599199,24.004188913604,22.8599388923431
NA,NA,NA,NA,NA,22.8705694143937
NA,NA,NA,NA,NA,NA
NA,NA,22.4161707636964,NA,NA,NA
24.7226532962112,23.7859632470773,25.9080696853271,24.6975275753699,24.5070624357845,25.4922835237987
22.7388822709346,21.8655565835274,23.6388724775715,24.2738388437287,22.1078913419646,NA
25.4689888942025,25.6261145083378,27.4047060570964,25.0425581364608,24.4191192313905,24.9703558998297
27.7365384980315,28.1775490294702,27.478617319896,27.5361588613835,27.7172498887989,27.9378104823387
24.180027504106,23.2008860363688,25.924993856759,24.6372147788473,23.3134056532302,23.328139102146
25.2465188130031,25.3984240490683,26.600737102145,24.578595201979,24.407820628872,25.3852507551963
NA,NA,NA,NA,24.5602838490772,NA
26.3110162534108,25.9005348130451,25.803436853809,24.9307117147398,26.9329204623241,26.2037970963267
24.8327250944973,23.8456546663369,25.3548105652978,24.7522581298834,24.7044043659842,24.2360796111341
NA,23.3459747514119,24.740108075849,NA,NA,NA
24.7627871266218,24.1877489463056,27.0428085898566,24.9623019080311,24.438665473993,24.3719228416531
26.2810223140254,27.0955703859797,25.5001175674842,25.2060166132494,26.202919538893,25.2025833116533
26.393637252536,26.6733051931508,23.6805664194223,25.6433938263266,25.9980452974395,25.8211881262313
26.6863224824287,26.9832669373104,26.0838534116308,26.9031121232749,26.6444394370141,26.812376517687
NA,NA,NA,NA,NA,NA
26.0573229766821,25.9912915696221,25.9948557815304,26.6960421203168,26.1903701260358,26.0768588086371
26.1997034932491,25.7403654655557,27.4130451240142,26.2037784304487,25.8008477766672,25.9184345416533
28.2685659859292,29.0100129576474,29.3094297928189,28.7138460695191,28.6748209653882,28.7465675222598
25.0482244309068,24.8952276423463,26.0984647414915,24.284397702222,24.3883090205633,24.1538321728525
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
25.9806765267365,26.0958319205395,24.871218300614,26.3365908668868,25.1108009264184,26.158963098011
23.8613595670428,23.4129966862348,24.8233765703596,24.9141971473268,23.1029995992423,23.5985523393908
24.6535426820871,23.6642719232198,25.1389538902654,24.993863007367,24.4689267666465,24.7481682758591
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
24.0852928528432,NA,NA,NA,24.9887588730344,NA
24.5858322414064,24.6996999501924,26.547705680867,25.6798687782708,24.96512372008,24.4252159032994
NA,NA,NA,NA,NA,NA
24.8667454080118,24.1414117998497,26.4498833846493,25.1428144417845,24.1603872598201,23.9264197915254
25.920503150129,26.2783836635247,24.8255616998341,23.3634589176104,24.3827796811565,24.2286866017734
24.9905343913265,24.7276471255258,26.6331176262672,26.4486552508025,25.6747064959755,25.6837284039126
26.2284480776117,26.4525564697069,25.6272283865903,26.8411016842711,26.8844845016005,26.636025588653
NA,NA,24.0304428560686,NA,NA,NA
23.9215249934015,25.2362621267952,NA,24.1546821579043,25.2845036075287,24.3199647815097
27.9670825133518,27.8406215860833,28.213220459583,28.0578084143926,27.3306541928966,26.9188894352534
24.5711480491199,24.074063697696,25.3000924914831,24.8358117965278,23.5276688532343,24.1472471659321
24.7768578835156,24.7719310879826,25.5540597213853,25.2880645570297,24.3495560669049,24.8693366673747
